role_id,proj_all_response_own_axis,proj_all_response_all_response_axis,proj_answer_own_axis,proj_answer_all_response_axis,proj_reasoning_own_axis,proj_reasoning_all_response_axis
comedian,-0.4899404148756521,-0.4899404148756521,-0.4754143895049583,-1.0543114226107153,-0.5247374020528414,-0.23597144928561387
competitor,-0.646751517351112,-0.646751517351112,-0.4278125578449673,-1.3420547481261358,-0.6231442967768531,-0.3152977948647283
composer,-0.7796891850464107,-0.7796891850464107,-0.5163416904195698,-1.4275082412619025,-0.7460106345541342,-0.45048240037668197
conservator,-0.6676798769163054,-0.6676798769163054,-0.36247179180985145,-1.3401493686661674,-0.6601279238737278,-0.3457243400321638
consultant,-0.28423748949910144,-0.28423748949910144,-0.0735293244679727,-1.0598224179239946,-0.18027499004919065,0.10401612705474443
contrarian,-0.49525748011125,-0.49525748011125,-0.32254624340884874,-1.222450925653987,-0.42795019213307417,-0.15262259512545598
coordinator,-0.3661811289150977,-0.3661811289150977,-0.12117116300388575,-1.126363811237261,-0.2967370118811149,-0.0011403399309023766
coral_reef,-1.1660621164414455,-1.1660621164414455,-0.8066964165446016,-1.7564827742285822,-1.2490086101835745,-0.9303234946390324
cosmopolitan,-0.4437010061642838,-0.4437010061642838,-0.25098756004128353,-1.1813287164602198,-0.3739363662200261,-0.07875568905710624
counselor,-0.2876660484467227,-0.2876660484467227,-0.144539721764072,-1.06185495921366,-0.1724121136491088,0.09995443698835499
criminal,-0.9653261117168261,-0.9653261117168261,-0.6390431326672781,-1.5771729490108521,-1.0142003658801608,-0.6907301844646475
critic,-0.33470159393756643,-0.33470159393756643,-0.17586996101168978,-1.1175323605965835,-0.22655458044806506,0.04538446893312576
crystalline,-0.9049996426424762,-0.9049996426424762,-0.6298946610250225,-1.6103634771212634,-0.9109883692753984,-0.6046951310399112
curator,-0.47027566318679703,-0.47027566318679703,-0.25237881107448834,-1.199076018928891,-0.39017714792256675,-0.10503130294815911
cyborg,-0.353287629113038,-0.353287629113038,-0.1921884346026465,-1.1571411082193899,-0.2529354221311019,0.022584850034283534
cynic,-0.9690124597985224,-0.9690124597985224,-0.698080678981662,-1.557804389991309,-1.0051083330585309,-0.6947678167091107
daredevil,-0.6912879889428254,-0.6912879889428254,-0.486825406829652,-1.379936410764676,-0.6630306073387622,-0.37751002790369975
debugger,-0.24404858354408276,-0.24404858354408276,-0.067539241350264,-1.0647141946966627,-0.10777210125047333,0.15608132159000498
demon,-0.8234781855460712,-0.8234781855460712,-0.6108331264524709,-1.489513828091909,-0.8309673507369704,-0.5266047927329769
designer,-0.528243968361791,-0.528243968361791,-0.2900998668544151,-1.2325027182760335,-0.4711767406343652,-0.18059885495189174
destroyer,-0.4706921952861634,-0.4706921952861634,-0.22359181365692082,-1.1920457411306407,-0.4299974938883447,-0.12712118461968436
detective,-0.3234873704112744,-0.3234873704112744,-0.1293762857323304,-1.110713033237266,-0.2537072356445433,0.03318901709214411
devils_advocate,-0.41350095021944466,-0.41350095021944466,-0.2485040395167182,-1.1511600752678026,-0.31304630420600454,-0.04668093412620129
dilettante,-0.29034146353524726,-0.29034146353524726,-0.16405139620266143,-1.0925023852849278,-0.18975400803213072,0.08550861828226958
dispatcher,-0.33931306604136835,-0.33931306604136835,-0.09456150458604395,-1.0844358821331883,-0.2778255910855636,0.020910448043132288
divorcee,-0.5434327287716172,-0.5434327287716172,-0.332303885328477,-1.23450703516449,-0.4803821363022086,-0.20106085203051235
doctor,-0.32335266965203685,-0.32335266965203685,-0.0918199822074939,-1.0994784286476353,-0.23973932489131172,0.04793089357130164
dreamer,-0.5083893859225755,-0.5083893859225755,-0.3189930083626614,-1.2215734814077834,-0.4625689580739978,-0.1703058608433839
echo,-0.6411705548469453,-0.6411705548469453,-0.47465227262372034,-1.3467965693341655,-0.6297603825209973,-0.3227980636031397
economist,-0.36989683334189183,-0.36989683334189183,-0.09977501863795736,-1.116130353360312,-0.312525307765953,-0.015788426378558255
ecosystem,-0.626936836678726,-0.626936836678726,-0.3442005775271635,-1.3187145411012566,-0.6070147931996659,-0.3097204023947243
editor,-0.36394156076844486,-0.36394156076844486,-0.1712335744053879,-1.1028106957271997,-0.3059812353716087,-0.0036220222116703157
egregore,-0.6300493185253051,-0.6300493185253051,-0.3972669840750727,-1.3598919564668122,-0.5916208804044765,-0.2915914712518516
elder,-0.44552135146636246,-0.44552135146636246,-0.30890534026346494,-1.1730862221409417,-0.36855927534071065,-0.08862985035672807
eldritch,-0.7995653607877009,-0.7995653607877009,-0.5984732242333055,-1.508477268554289,-0.7689096219024241,-0.4785492859237175
emissary,-0.3635123473646822,-0.3635123473646822,-0.17486338582767388,-1.1389407664217086,-0.2737376533454322,0.01113167631993122
empath,-0.3191971947592709,-0.3191971947592709,-0.1830072504895256,-1.1058515055489913,-0.21838971406157917,0.05654264365589655
engineer,-0.33647637674494435,-0.33647637674494435,-0.11164209710381644,-1.1199243939582915,-0.2397402871729798,0.039270427423144696
entrepreneur,-0.5441810667602491,-0.5441810667602491,-0.2496644608254711,-1.2500925533211042,-0.47418111847997124,-0.19419034893718384
evaluator,-0.2777452641769482,-0.2777452641769482,-0.0799020244446246,-1.0704992854738404,-0.17040130515941554,0.1087413993177219
evangelist,-0.3804972840420336,-0.3804972840420336,-0.23553839518226602,-1.1248494595810408,-0.29877971924293967,-0.011451476279841201
examiner,-0.3243128133303812,-0.3243128133303812,-0.12988254423846446,-1.0691758697912268,-0.24442103451769515,0.05388292292766039
exile,-0.6646911736221097,-0.6646911736221097,-0.40586374745353837,-1.3032376032528772,-0.6564243082398946,-0.35541098309911723
expatriate,-0.479018333165441,-0.479018333165441,-0.25611961616256135,-1.1893160262405078,-0.41222735952907347,-0.13697454455534697
facilitator,-0.30822529318769304,-0.30822529318769304,-0.1107276860610546,-1.1095307775600052,-0.19944674665780016,0.08233735568459546
familiar,-0.5285934802701925,-0.5285934802701925,-0.3287881912316465,-1.2346178131138288,-0.4832676690511396,-0.1895584793091853
fixer,-0.4141808029371746,-0.4141808029371746,-0.21089670526523793,-1.150276363191953,-0.3722934496934721,-0.07683075797361419
flaneur,-0.6206136104103861,-0.6206136104103861,-0.4080466136728969,-1.3159647372025378,-0.5699936188752532,-0.2779255311686827
fool,-0.3608473955633943,-0.3608473955633943,-0.28811270806530587,-1.067753816217553,-0.3298358031543974,-0.049736705282642776
forecaster,-0.30676727772843626,-0.30676727772843626,-0.11368765406756295,-1.077824273273901,-0.21333795410219367,0.06443782529573026
futurist,-0.40419344960507725,-0.40419344960507725,-0.20096080276797063,-1.1810086115272243,-0.30499594395716245,-0.02914428683190804
gamer,-0.6055374606240485,-0.6055374606240485,-0.4677909620570962,-1.3257139394221682,-0.5558308483906913,-0.27973548480447585
generalist,-0.23360226089658837,-0.23360226089658837,-0.04216638512216053,-1.0369178016247869,-0.10066796084607313,0.16061560913882983
genie,-0.6486091034487342,-0.6486091034487342,-0.5061450839225416,-1.36460303075425,-0.5993935924556724,-0.3147317049833335
geographer,-0.5781651770813836,-0.5781651770813836,-0.26732420278185304,-1.2795810208356506,-0.5373909134194563,-0.237511806740199
ghost,-0.6299438283673687,-0.6299438283673687,-0.41423997135089496,-1.3463383179744384,-0.5882813865547123,-0.30012903350347725
golem,-0.8605026579593693,-0.8605026579593693,-0.5935836857522472,-1.5217805408564815,-0.8565783821513453,-0.562280440627182
gossip,-0.3606704122535348,-0.3606704122535348,-0.21593858900587345,-1.1086272192967903,-0.30968668768363533,-0.02027567677446325
grader,-0.25562379335725693,-0.25562379335725693,-0.0652050248657562,-1.0487692532534825,-0.15735853465613642,0.12140502944772945
graduate,-0.3600909929169088,-0.3600909929169088,-0.21222627804827127,-1.1508851843047543,-0.24512105852002827,0.012771859867073226
grandparent,-0.5999243087011212,-0.5999243087011212,-0.451488227265988,-1.1922700155365427,-0.6352435155546297,-0.3230913209154224
guardian,-0.41536687290696683,-0.41536687290696683,-0.18844647826531008,-1.157260542368624,-0.3573974951613525,-0.05860253752264007
guide,-0.24871435180177576,-0.24871435180177576,-0.09305947270890474,-1.0601110731254308,-0.1300925165707411,0.14285175606412878
guru,-0.4086322868578439,-0.4086322868578439,-0.28362714283351,-1.1687733035450456,-0.2935728681022799,-0.027584522714493104
hacker,-0.5633049510737024,-0.5633049510737024,-0.3010690631094529,-1.2767046528591708,-0.5256440470002923,-0.23413155748941827
healer,-0.4543322377881849,-0.4543322377881849,-0.24568514910385514,-1.1779797197862125,-0.35996722518099267,-0.07714101796235645
hedonist,-0.8922474839075124,-0.8922474839075124,-0.6059827156753691,-1.5442581340361312,-0.9056897064712314,-0.5983088835418526
hermit,-0.7385729651464565,-0.7385729651464565,-0.5131795767259677,-1.4605399234259895,-0.6852888619616203,-0.40593320470198024
historian,-0.504036152002547,-0.504036152002547,-0.2628684821432263,-1.210010720634731,-0.4389999674400673,-0.15190627750819086
hive,-0.4232609982805442,-0.4232609982805442,-0.19887239458135297,-1.2167168304936213,-0.3369545602533773,-0.05600636562925612
hoarder,-0.8164456251904373,-0.8164456251904373,-0.5475156422316996,-1.4590531404032663,-0.8323492191711361,-0.5389492498196322
homunculus,-0.923246653527718,-0.923246653527718,-0.6323345091868344,-1.5747782653320124,-0.9504217427923113,-0.6396829348521731
hybrid,-0.4703344395120815,-0.4703344395120815,-0.2501685382770255,-1.2089376729692547,-0.39932049956572113,-0.1121627650181461
idealist,-0.5664773489281186,-0.5664773489281186,-0.3539142680940962,-1.2758717492724558,-0.5124568241820151,-0.22473314914203474
immigrant,-0.676055354490223,-0.676055354490223,-0.3940159597560644,-1.3663516714281745,-0.6146944710026303,-0.33857373653834955
improviser,-0.31908187952403494,-0.31908187952403494,-0.18868751184780952,-1.101181020679975,-0.24017859714929424,0.03845857993387643
infant,-0.8322963095577562,-0.8322963095577562,-0.6416351103143079,-1.5069056136785743,-0.8779395038694142,-0.5794617417964036
influencer,-0.44308714991371295,-0.44308714991371295,-0.26203499746313486,-1.1202925116619378,-0.421733598704914,-0.1278783261926342
instructor,-0.2561480491815715,-0.2561480491815715,-0.06440735442436632,-1.0101127804625294,-0.15860937004470882,0.11796506407081794
interpreter,-0.2806663216020855,-0.2806663216020855,-0.14373796645229298,-1.0754075434291286,-0.17341221206563553,0.0984799880182319
interviewer,-0.2917561197396654,-0.2917561197396654,-0.12789562503555219,-1.057370740404393,-0.19426836823295263,0.08762586474350476
jester,-0.606484916975341,-0.606484916975341,-0.5864355245690462,-1.195794572039658,-0.6520223077231828,-0.3423906480811317
journalist,-0.3282554130940889,-0.3282554130940889,-0.1415317530243473,-1.0917366579573027,-0.24459217781087422,0.04562502296409207
judge,-0.2946593931927747,-0.2946593931927747,-0.11558305499809654,-1.110504301666847,-0.19284083794835388,0.08832198576510439
lawyer,-0.46008637629425064,-0.46008637629425064,-0.1371951341303696,-1.1272800113936756,-0.43882065036082807,-0.12508250976770813
leviathan,-1.101460090098822,-1.101460090098822,-0.9196328411633959,-1.6758320676928204,-1.152276624168379,-0.8436044549288115
librarian,-0.37503651448209296,-0.37503651448209296,-0.11715632630301537,-1.112232521411976,-0.31373550501776215,-0.009977136096467686
linguist,-0.5823978595958994,-0.5823978595958994,-0.2730031196224804,-1.2600944166496153,-0.5566372560083531,-0.25066452998715194
loner,-0.6416087308428081,-0.6416087308428081,-0.4404931885286494,-1.3492897510894466,-0.6125018721375539,-0.3281656770887007
luddite,-0.9946606421092974,-0.9946606421092974,-0.7230068219350139,-1.632982919400898,-1.0329256465893542,-0.7268807597745102
marketer,-0.5816277925100342,-0.5816277925100342,-0.2777874495613546,-1.2470543352494063,-0.5497342309702871,-0.23535196143218137
martyr,-0.7723191278192737,-0.7723191278192737,-0.5111623613190924,-1.3975265613574308,-0.8000145454939884,-0.47806911911759997
mathematician,-0.41367319832519744,-0.41367319832519744,-0.18139732396930036,-1.1724645041237034,-0.34883739573898903,-0.07200655323137997
maverick,-0.46032935582357454,-0.46032935582357454,-0.30345756009167507,-1.224062928760854,-0.3717642699306518,-0.09643202565932399
mechanic,-0.39680000928211273,-0.39680000928211273,-0.2005179688655142,-1.161588455890715,-0.3091470565336122,-0.03269700053985498
mediator,-0.3129226108405708,-0.3129226108405708,-0.12913440290393702,-1.1264033532903537,-0.20123988426175166,0.07964972199320737
mentor,-0.26459017023494086,-0.26459017023494086,-0.09145132482366623,-1.0491891964313487,-0.147228880224814,0.12049667533817661
merchant,-0.6528384951704764,-0.6528384951704764,-0.31246087780807286,-1.292892397300752,-0.6751521195784582,-0.3452060772618945
minimalist,-0.7713994579189314,-0.7713994579189314,-0.5385662881940069,-1.4460555145625673,-0.7364293109926571,-0.4512538360212756
moderator,-0.26699441467718876,-0.26699441467718876,-0.10048620782930409,-1.1013711597078342,-0.15457960106386176,0.12145772020726593
musician,-0.8455054431065232,-0.8455054431065232,-0.622006744705984,-1.4949160989043695,-0.8234002766084965,-0.5222429199557095
mycorrhizal,-0.9302605167220995,-0.9302605167220995,-0.6464488155646008,-1.5741465634573975,-0.9583566805380908,-0.6507910652825133
mystic,-0.6493696169993641,-0.6493696169993641,-0.44803434329646563,-1.3649956551352689,-0.5655079692708571,-0.2888586152074615
narcissist,-0.9733129183288393,-0.9733129183288393,-0.740186694082964,-1.5876385721931887,-1.0233227287491817,-0.7038324671723284
narrator,-0.47718625582127294,-0.47718625582127294,-0.402233285800602,-1.1275429817162053,-0.47168169311472696,-0.16838345681165784
naturalist,-0.6252010636950905,-0.6252010636950905,-0.3960552906208847,-1.3385488123460332,-0.572313561113659,-0.2891610033974348
navigator,-0.2893145082510166,-0.2893145082510166,-0.10127101697679398,-1.0546045272512532,-0.20463743663079692,0.07202600032850791
negotiator,-0.386609553698121,-0.386609553698121,-0.16826080250849965,-1.1378596152478873,-0.2990303669571218,-0.0075835368298135045
networker,-0.37030024135610295,-0.37030024135610295,-0.1675545966408326,-1.1216812075161173,-0.27711004492474506,0.007093705461244132
newlywed,-0.526562145194858,-0.526562145194858,-0.3242360984295185,-1.2433343881911993,-0.4571162923235467,-0.1872205682211762
nomad,-0.7026758005735879,-0.7026758005735879,-0.4424214067148023,-1.3920164401916308,-0.6577365138798529,-0.37448272494058893
novelist,-0.7380046074422412,-0.7380046074422412,-0.5901678694628614,-1.3401116294134687,-0.7357056404998576,-0.4391244833182884
nutritionist,-0.5553264397139709,-0.5553264397139709,-0.21790543628746067,-1.1845813126946423,-0.5629702993140628,-0.23618606616047527
observer,-0.2621401963962233,-0.2621401963962233,-0.09748172485362291,-1.0574279065523529,-0.16648305239229974,0.11591785933344907
optimist,-0.45092237931809764,-0.45092237931809764,-0.2873666615954629,-1.193733637743376,-0.3914670158599316,-0.09756538639556797
oracle,-0.3781454612019911,-0.3781454612019911,-0.21892282864248835,-1.1542325150463777,-0.26317326623128007,0.007232419986228963
organizer,-0.3099956056034263,-0.3099956056034263,-0.08051204758285035,-1.0615482860220815,-0.2198717502805747,0.07011395487001885
orphan,-0.5835502276504604,-0.5835502276504604,-0.35621801354410143,-1.2612256675083777,-0.5530193927703183,-0.2586094553271242
pacifist,-0.6375425264232285,-0.6375425264232285,-0.3731270616970628,-1.3329385156092544,-0.6066930971104124,-0.30574455628464225
paramedic,-0.4988430739203695,-0.4988430739203695,-0.24819864450087648,-1.2111109622881233,-0.4512014114685189,-0.1539122135264513
parasite,-0.9209942908509858,-0.9209942908509858,-0.5759875540955488,-1.5346640778568825,-0.9931510532675276,-0.6636815445117178
parent,-0.5373189444447355,-0.5373189444447355,-0.3386225096022597,-1.1972929729507644,-0.4962797924165743,-0.2150302678756037
patient,-0.4048786550082403,-0.4048786550082403,-0.251676946023543,-1.120807451016082,-0.3534794897950596,-0.06355653828010466
peacekeeper,-0.31789314913504985,-0.31789314913504985,-0.12892734483987014,-1.1077706891281962,-0.21069780602077026,0.06037727074770462
perfectionist,-0.4396888700663527,-0.4396888700663527,-0.21785666610676097,-1.1537118735225433,-0.36286685466472823,-0.07872246207293075
pharmacist,-0.49781268164396536,-0.49781268164396536,-0.1900211637493106,-1.1821480584505393,-0.4539330907034717,-0.15510274218243428
philosopher,-0.4137677719343259,-0.4137677719343259,-0.2144782060300575,-1.1848584309816588,-0.3239347823326899,-0.05110256456952166
photographer,-0.8863217730667967,-0.8863217730667967,-0.6225601899228761,-1.4823664185479746,-0.9005865885065167,-0.5942772207520064
physicist,-0.590689807435771,-0.590689807435771,-0.3429930349001218,-1.3353278005982805,-0.5452479588713717,-0.25446625797035927
pilgrim,-0.7274406187372147,-0.7274406187372147,-0.5404454929789125,-1.4351922057244544,-0.6687662428986834,-0.38670708270389403
pilot,-0.6646129417557568,-0.6646129417557568,-0.3552857326482597,-1.315913840485039,-0.6554990124670401,-0.3480331858348017
pirate,-1.1591604728521703,-1.1591604728521703,-1.002683383894108,-1.6962407864539997,-1.2310047055456934,-0.935301812847537
planner,-0.31620987352164476,-0.31620987352164476,-0.08245009107617766,-1.068681080691103,-0.22827277386456435,0.06227529679052358
playwright,-0.7085132438934822,-0.7085132438934822,-0.4955769124447131,-1.2722118309885468,-0.7311799095002112,-0.42691087708035935
podcaster,-0.3972222195869247,-0.3972222195869247,-0.22912598741062634,-1.1248974296766647,-0.32895907108823175,-0.04214762419856019
poet,-0.9922213769910264,-0.9922213769910264,-1.0607591910153573,-1.357549036290143,-1.132072793223687,-0.8108612792636614
polymath,-0.3112825943508748,-0.3112825943508748,-0.11293912350018456,-1.100545141564564,-0.20109128102173374,0.07184591732083864
pragmatist,-0.3613305888192401,-0.3613305888192401,-0.1548333252172429,-1.1018088283737082,-0.27334150504981725,0.011637746444297367
predator,-0.633600276318849,-0.633600276318849,-0.34526950582243177,-1.3058074097663739,-0.6263118092655626,-0.3271065243294643
presenter,-0.3377920112035897,-0.3377920112035897,-0.19634802653786534,-1.1009314022019594,-0.25935440896371387,0.03178402430352366
prey,-0.6798491322139741,-0.6798491322139741,-0.42286052547977676,-1.312675360075549,-0.6848629419521985,-0.37942205211968566
prisoner,-0.6575830644220912,-0.6575830644220912,-0.42160467089583076,-1.309787949318197,-0.6594195166451853,-0.3504860862340283
procrastinator,-0.4657593786368061,-0.4657593786368061,-0.3291214907540807,-1.1789082465366516,-0.4515968745256378,-0.160795709757923
prodigy,-0.2990924813446822,-0.2990924813446822,-0.12903149089955052,-1.089290464886006,-0.18511877283763561,0.08171694926870272
producer,-0.5225289892930594,-0.5225289892930594,-0.24966181509118474,-1.2227435267961906,-0.48428580688898104,-0.17591868972031494
programmer,-0.3373161712053119,-0.3373161712053119,-0.10869308059644611,-1.0664364116276135,-0.2458445098473107,0.027572543334022388
proofreader,-0.2575415838581627,-0.2575415838581627,-0.07233387001721854,-1.028946404528876,-0.20139159852774563,0.08916919041949285
prophet,-0.582133248166532,-0.582133248166532,-0.45337917488225493,-1.2719317245983184,-0.5586750543563483,-0.2534799472037698
provincial,-0.7981820304346081,-0.7981820304346081,-0.548999939773527,-1.3908505318372568,-0.8242867385969765,-0.5027823788013047
provocateur,-0.5818244479959249,-0.5818244479959249,-0.46041279711691313,-1.296506220907566,-0.5440978127545661,-0.2517228286238415
psychologist,-0.3829240371162985,-0.3829240371162985,-0.16664328890331537,-1.1496317042941573,-0.2734341864300181,-0.000997805918162311
publisher,-0.4223886677245159,-0.4223886677245159,-0.13607328218539508,-1.1413674809923653,-0.37904928817147504,-0.07004217647588593
purist,-0.5054949595404079,-0.5054949595404079,-0.2643336035063424,-1.222842972691741,-0.4573347740687881,-0.16123946287115115
realist,-0.30727191926214925,-0.30727191926214925,-0.15246070761301833,-1.0877788620599946,-0.20139912278100394,0.07115040771908579
rebel,-0.6576568897516084,-0.6576568897516084,-0.48469790348864794,-1.3853807759538355,-0.6189306649017774,-0.3270554794044144
recruiter,-0.47054996384499576,-0.47054996384499576,-0.204683718273696,-1.1661252436153107,-0.42956570360488366,-0.1280791486810991
refugee,-0.583935893464538,-0.583935893464538,-0.29673730411913973,-1.2577075913988396,-0.5475669788630113,-0.2526656237989915
reporter,-0.33856981462719904,-0.33856981462719904,-0.15927734494321566,-1.068636955339688,-0.2789407277793883,0.018615999615020515
researcher,-0.2516094188304395,-0.2516094188304395,-0.052310153264560615,-1.0598492220163633,-0.1299634551582185,0.1446494462999281
retiree,-0.48791569294959225,-0.48791569294959225,-0.29794535676418266,-1.2168633964556563,-0.44170935103876197,-0.1472643289952928
revenant,-0.7789608274760025,-0.7789608274760025,-0.5121739837090663,-1.4277365434254015,-0.7896684068129166,-0.4748929499455472
reviewer,-0.2877282407784335,-0.2877282407784335,-0.08628664082233195,-1.0690687818085063,-0.19216186423935797,0.09027685780006818
revolutionary,-0.7745935705909083,-0.7745935705909083,-0.4853009117709759,-1.4253563480745275,-0.773392394037107,-0.46448405462453857
robot,-0.35865664720718593,-0.35865664720718593,-0.10496557497089261,-1.1437766300667591,-0.29873650295378196,-0.0031670836430577123
rogue,-0.7433293451442069,-0.7433293451442069,-0.5371414105656882,-1.434343267167788,-0.7206301269520049,-0.421233081471591
romantic,-0.872154632343391,-0.872154632343391,-0.6692341509634354,-1.434570248344131,-0.9248073524563646,-0.6052875861639313
saboteur,-0.7292996358076386,-0.7292996358076386,-0.4148087987167581,-1.3906204445223103,-0.7445029417048898,-0.4347684348083091
sage,-0.33004183078184524,-0.33004183078184524,-0.18742519610158118,-1.1384581900069835,-0.21041211659650666,0.05484612800713435
scheduler,-0.3959959813789738,-0.3959959813789738,-0.16998885300757155,-1.125546652618985,-0.3450440032100084,-0.0481483059467694
scholar,-0.2883899662434065,-0.2883899662434065,-0.09355746021825742,-1.076599236350515,-0.17235906606838874,0.10066451304927317
scientist,-0.32373671682758354,-0.32373671682758354,-0.0901503614872159,-1.097004778170148,-0.23385654334830827,0.0451466176212428
scout,-0.36492037654674137,-0.36492037654674137,-0.150847994848687,-1.1305226723974622,-0.2764677471352728,0.008111725875763483
screener,-0.3043564737566633,-0.3043564737566633,-0.11294428893181058,-1.0728791956549018,-0.23194523125601052,0.062277716337931305
secretary,-0.4047417119577294,-0.4047417119577294,-0.13412984815150392,-1.0801821406281604,-0.39913570928024233,-0.08836046359705023
